Identificador do Aluno,Nome do Aluno,Idade,Gênero,Ano Escolar,Você pratica xadrez regularmente?,Há quanto tempo você joga xadrez?,Qual foi sua média geral nas últimas três avaliações escolares?,Qual foi sua nota na última prova de Matemática?,Qual foi sua nota na última prova de Língua Portuguesa?
0911,Natália Lima,17,Feminino,7º Ano,Não,Nunca,6.05,7.7,6.74
0912,Elisa Lima,12,Feminino,7º Ano,Sim,mais de 1 ano,5.99,6.56,7.27
0913,Tiago Martins,7,Masculino,2º Ano,Não,Nunca,6.13,9.87,7.21
0914,Marcos Henrique,17,Masculino,7º Ano,Sim,Nunca,5.5,9.19,7.42
0915,Natália Dias,13,Feminino,8º Ano,Não,Nunca,5.95,5.91,9.23
0916,Gabriela Ramos,16,Feminino,6º Ano,Não,Nunca,7.74,8.91,6.99
0917,Sofia Gomes,6,Feminino,1º Ano,Não,Nunca,7.55,5.18,8.49
0918,Patrícia Dias,18,Feminino,8º Ano,Não,Nunca,7.21,8.68,7.78
0919,Natália Martins,18,Feminino,8º Ano,Não,Nunca,8.21,5.83,5.33
0920,Carla Barbosa,7,Feminino,2º Ano,Sim,mais de 1 ano,8.71,6.39,8.66
0921,Natália Pereira,8,Feminino,3º Ano,Não,Nunca,9.69,5.42,9.74
0922,Natália Henrique,9,Feminino,4º Ano,Sim,mais de 1 ano,6.72,8.24,5.57
0923,Vivian Fernandes,9,Feminino,4º Ano,Não,Nunca,7.78,9.74,8.17
0924,João Queiroz,13,Masculino,8º Ano,Não,Nunca,5.59,7.16,5.68
0925,Elisa Pereira,17,Feminino,7º Ano,Não,Nunca,9.93,5.07,7.96
0926,Bruno Martins,10,Masculino,5º Ano,Não,Nunca,6.11,6.06,7.06
0927,João Pereira,18,Masculino,8º Ano,Sim,mais de 1 ano,7.03,5.24,5.07
0928,Carla Júnior,16,Feminino,6º Ano,Sim,mais de 1 ano,7.94,6.62,5.38
0929,Sofia Henrique,18,Feminino,8º Ano,Não,Nunca,5.73,5.69,6.31
0930,Laura Ibarra,16,Feminino,6º Ano,Não,Nunca,9.41,6.98,9.48
0931,Henrique Nogueira,17,Masculino,7º Ano,Não,Nunca,8.45,7.34,5.0
0932,Fernando Queiroz,9,Masculino,4º Ano,Não,Nunca,5.11,7.23,9.8
0933,Marcos Gomes,10,Masculino,5º Ano,Não,Nunca,6.56,9.64,7.81
0934,Zeca Queiroz,10,Masculino,5º Ano,Não,Nunca,8.58,5.3,9.6
0935,Ana Fernandes,7,Feminino,2º Ano,Não,Nunca,8.19,9.01,9.0
0936,Rafael Lima,9,Masculino,4º Ano,Não,Nunca,9.27,9.66,8.88
0937,Zeca Ramos,13,Masculino,8º Ano,Não,Nunca,7.59,9.81,7.63
0938,Bruno Ibarra,14,Masculino,9º Ano,Sim,Nunca,9.78,6.54,7.25
0939,Rafael Gomes,10,Masculino,5º Ano,Não,Nunca,8.74,7.31,7.11
0940,Otávio Ramos,12,Masculino,7º Ano,Não,Nunca,7.77,7.76,9.75
0941,Marcos Queiroz,15,Masculino,10º Ano,Não,Nunca,6.74,8.0,5.31
0942,Isabela Ramos,18,Feminino,8º Ano,Sim,Nunca,9.85,7.3,7.47
0943,Gabriela Zanetti,6,Feminino,1º Ano,Não,Nunca,7.64,7.37,6.74
0944,Rafael Martins,15,Masculino,10º Ano,Não,Nunca,8.15,5.24,6.81
0945,Rafael Zanetti,17,Masculino,7º Ano,Sim,Nunca,5.88,5.6,5.95
0946,Isabela Pereira,13,Feminino,8º Ano,Não,Nunca,6.5,9.78,6.1
0947,Otávio Dias,17,Masculino,7º Ano,Não,Nunca,7.1,5.94,7.67
0948,Zeca Ibarra,18,Masculino,8º Ano,Não,Nunca,8.76,5.93,9.68
0949,Diego Fernandes,17,Masculino,7º Ano,Não,Nunca,7.39,5.03,8.07
0950,Natália Barbosa,7,Feminino,2º Ano,Não,Nunca,6.03,7.63,5.91
0951,Elisa Vieira,10,Feminino,5º Ano,Não,Nunca,6.37,8.67,9.11
0952,Zeca Nogueira,16,Masculino,6º Ano,Não,Nunca,7.93,5.81,5.33
0953,João Vieira,15,Masculino,10º Ano,Não,Nunca,9.33,5.9,6.82
0954,Zeca Ramos,16,Masculino,6º Ano,Não,Nunca,9.44,6.91,5.71
0955,Natália Teixeira,17,Feminino,7º Ano,Não,Nunca,8.99,9.66,9.58
0956,Gabriela Júnior,7,Feminino,2º Ano,Não,Nunca,8.59,9.47,7.06
0957,Laura Henrique,6,Feminino,1º Ano,Não,Nunca,8.21,8.38,7.94
0958,Elisa Ibarra,18,Feminino,8º Ano,Não,Nunca,6.92,6.6,5.01
0959,Otávio Gomes,7,Masculino,2º Ano,Não,Nunca,7.63,5.83,6.52
0960,Laura Zanetti,14,Feminino,9º Ano,Sim,mais de 1 ano,8.95,6.79,8.45
0961,Diego Ramos,7,Masculino,2º Ano,Não,Nunca,8.87,5.64,10.0
0962,Elisa Almeida,9,Feminino,4º Ano,Sim,mais de 1 ano,5.65,8.06,5.92
0963,Natália Ibarra,8,Feminino,3º Ano,Não,Nunca,9.2,6.37,7.29
0964,Henrique Pereira,8,Masculino,3º Ano,Sim,mais de 1 ano,6.52,8.72,9.25
0965,Vivian Henrique,8,Feminino,3º Ano,Sim,Nunca,9.1,6.3,9.42
0966,Elisa Dias,18,Feminino,8º Ano,Não,Nunca,9.26,9.2,6.89
0967,Carla Júnior,7,Feminino,2º Ano,Não,Nunca,7.37,7.66,7.99
0968,Isabela Zanetti,14,Feminino,9º Ano,Sim,mais de 1 ano,9.42,7.6,9.4
0969,Laura Dias,11,Feminino,6º Ano,Não,Nunca,6.28,6.92,9.87
0970,Carla Almeida,15,Feminino,10º Ano,Não,Nunca,9.2,8.67,6.5
0971,Elisa Almeida,13,Feminino,8º Ano,Não,Nunca,9.61,6.38,5.1
0972,Patrícia Nogueira,18,Feminino,8º Ano,Não,Nunca,9.38,7.59,6.42
0973,Ana Júnior,11,Feminino,6º Ano,Não,Nunca,8.9,7.88,10.0
0974,Elisa Barbosa,16,Feminino,6º Ano,Não,Nunca,9.41,9.0,7.79
0975,Elisa Júnior,7,Feminino,2º Ano,Não,Nunca,5.58,7.25,5.02
0976,Patrícia Nogueira,13,Feminino,8º Ano,Não,Nunca,8.36,8.45,7.33
0977,Sofia Henrique,7,Feminino,2º Ano,Não,Nunca,5.43,6.51,5.02
0978,Diego Oliveira,16,Masculino,6º Ano,Sim,mais de 1 ano,9.28,7.88,8.94
0979,Laura Pereira,18,Feminino,8º Ano,Não,Nunca,7.12,7.95,9.63
0980,Sofia Queiroz,17,Feminino,7º Ano,Não,Nunca,7.43,8.71,5.02
0981,Elisa Oliveira,14,Feminino,9º Ano,Não,Nunca,5.32,5.29,8.62
0982,Gabriela Almeida,13,Feminino,8º Ano,Não,Nunca,7.04,7.78,5.35
0983,Fernando Fernandes,15,Masculino,10º Ano,Não,Nunca,6.61,6.69,9.85
0984,Sofia Gomes,13,Feminino,8º Ano,Não,Nunca,8.62,5.67,6.73
0985,Sofia Teixeira,13,Feminino,8º Ano,Sim,mais de 1 ano,5.25,5.38,8.35
0986,Fernando Júnior,11,Masculino,6º Ano,Não,Nunca,5.73,7.38,6.01
0987,Otávio Oliveira,12,Masculino,7º Ano,Não,Nunca,5.09,9.24,8.31
0988,Elisa Costa,16,Feminino,6º Ano,Não,Nunca,8.72,7.54,8.82
0989,Bruno Silva,9,Masculino,4º Ano,Não,Nunca,6.55,7.4,9.91
0990,Otávio Lima,12,Masculino,7º Ano,Não,Nunca,8.23,8.68,9.05
0991,Isabela Lima,9,Feminino,4º Ano,Não,Nunca,5.14,7.17,5.75
0992,Diego Pereira,9,Masculino,4º Ano,Sim,Nunca,8.5,9.7,7.92
0993,João Henrique,13,Masculino,8º Ano,Não,Nunca,9.47,5.35,5.66
0994,Patrícia Ibarra,6,Feminino,1º Ano,Não,Nunca,9.44,8.67,9.14
0995,Vivian Dias,14,Feminino,9º Ano,Sim,Nunca,7.83,9.88,6.5
0996,Gabriela Oliveira,8,Feminino,3º Ano,Não,Nunca,6.84,7.35,5.74
0997,Bruno Zanetti,9,Masculino,4º Ano,Não,Nunca,9.31,9.37,6.19
0998,Isabela Nogueira,13,Feminino,8º Ano,Não,Nunca,8.54,7.17,9.21
0999,Rafael Barbosa,18,Masculino,8º Ano,Não,Nunca,7.71,5.01,7.02
1000,Elisa Barbosa,15,Feminino,10º Ano,Não,Nunca,5.93,9.91,5.69
1001,Zeca Silva,15,Masculino,10º Ano,Não,Nunca,6.36,7.9,8.04
1002,Rafael Gomes,16,Masculino,6º Ano,Não,Nunca,6.15,8.38,8.15
1003,Zeca Ibarra,14,Masculino,9º Ano,Sim,mais de 1 ano,6.57,8.04,6.73
1004,Fernando Zanetti,15,Masculino,10º Ano,Não,Nunca,5.24,5.36,9.32
1005,Vivian Queiroz,15,Feminino,10º Ano,Sim,Nunca,5.6,8.9,5.24
1006,Rafael Nogueira,11,Masculino,6º Ano,Não,Nunca,9.27,6.26,6.35
1007,Isabela Dias,14,Feminino,9º Ano,Sim,mais de 1 ano,6.3,6.36,6.96
1008,Tiago Barbosa,10,Masculino,5º Ano,Não,Nunca,8.76,5.11,7.65
1009,Sofia Nogueira,18,Feminino,8º Ano,Sim,mais de 1 ano,5.94,8.17,5.03
1010,Zeca Henrique,13,Masculino,8º Ano,Sim,mais de 1 ano,8.53,8.85,7.54
1011,Fernando Ramos,11,Masculino,6º Ano,Não,Nunca,9.71,8.61,8.29
1012,Patrícia Nogueira,11,Feminino,6º Ano,Não,Nunca,8.5,7.25,6.76
1013,Laura Oliveira,12,Feminino,7º Ano,Sim,Nunca,9.56,9.05,6.88
1014,Zeca Zanetti,8,Masculino,3º Ano,Não,Nunca,8.53,9.78,7.16
1015,Ana Vieira,16,Feminino,6º Ano,Não,Nunca,5.26,5.6,6.24
1016,Zeca Dias,11,Masculino,6º Ano,Não,Nunca,5.05,5.75,9.18
1017,Elisa Martins,16,Feminino,6º Ano,Não,Nunca,9.25,8.62,7.71
1018,Zeca Zanetti,13,Masculino,8º Ano,Não,Nunca,8.42,8.78,8.96
1019,Vivian Henrique,16,Feminino,6º Ano,Não,Nunca,7.53,8.36,9.97
1020,Gabriela Gomes,15,Feminino,10º Ano,Sim,Nunca,8.77,8.91,5.2
1021,Patrícia Dias,13,Feminino,8º Ano,Não,Nunca,9.71,6.29,7.15
1022,Zeca Gomes,13,Masculino,8º Ano,Não,Nunca,8.51,9.7,6.72
1023,Rafael Fernandes,9,Masculino,4º Ano,Sim,Nunca,8.61,9.37,9.67
1024,Tiago Júnior,17,Masculino,7º Ano,Não,Nunca,7.21,7.08,9.34
1025,Laura Oliveira,7,Feminino,2º Ano,Sim,mais de 1 ano,9.4,7.2,8.31
1026,Fernando Júnior,16,Masculino,6º Ano,Não,Nunca,9.23,8.89,7.44
1027,Sofia Lima,18,Feminino,8º Ano,Não,Nunca,6.49,8.11,8.85
1028,Marcos Almeida,15,Masculino,10º Ano,Sim,mais de 1 ano,8.78,9.22,9.21
1029,Fernando Júnior,16,Masculino,6º Ano,Não,Nunca,5.11,8.08,8.42
1030,Elisa Nogueira,9,Feminino,4º Ano,Não,Nunca,6.85,7.05,8.84
1031,João Pereira,7,Masculino,2º Ano,Não,Nunca,7.95,8.47,9.55
1032,Marcos Martins,7,Masculino,2º Ano,Sim,mais de 1 ano,6.46,6.9,5.14
1033,Henrique Dias,7,Masculino,2º Ano,Não,Nunca,7.45,7.41,8.53
1034,Henrique Gomes,7,Masculino,2º Ano,Não,Nunca,9.17,5.38,9.75
1035,Patrícia Queiroz,13,Feminino,8º Ano,Sim,Nunca,5.23,5.6,8.95
1036,Laura Ibarra,11,Feminino,6º Ano,Não,Nunca,6.22,7.21,6.41
1037,Ana Lima,16,Feminino,6º Ano,Não,Nunca,7.33,5.53,9.74
1038,Laura Ibarra,17,Feminino,7º Ano,Não,Nunca,6.71,5.66,7.81
1039,Marcos Oliveira,10,Masculino,5º Ano,Não,Nunca,5.26,5.5,7.13
1040,João Teixeira,13,Masculino,8º Ano,Sim,mais de 1 ano,9.58,8.24,5.75
1041,Rafael Dias,16,Masculino,6º Ano,Não,Nunca,7.91,9.7,5.66
1042,Otávio Queiroz,15,Masculino,10º Ano,Não,Nunca,8.27,7.01,5.02
1043,Bruno Lima,12,Masculino,7º Ano,Não,Nunca,8.84,8.23,7.76
1044,Laura Martins,9,Feminino,4º Ano,Não,Nunca,5.31,9.42,7.31
1045,Gabriela Barbosa,15,Feminino,10º Ano,Não,Nunca,7.26,8.9,6.93
1046,Tiago Júnior,13,Masculino,8º Ano,Sim,mais de 1 ano,7.51,8.97,8.23
1047,Ana Dias,14,Feminino,9º Ano,Não,Nunca,6.04,9.78,8.34
1048,Tiago Júnior,8,Masculino,3º Ano,Sim,mais de 1 ano,5.37,5.86,8.61
1049,Elisa Nogueira,12,Feminino,7º Ano,Não,Nunca,6.8,8.79,8.79
1050,Elisa Fernandes,8,Feminino,3º Ano,Não,Nunca,9.73,6.76,5.59
1051,Tiago Silva,7,Masculino,2º Ano,Sim,mais de 1 ano,9.38,7.07,7.06
1052,Fernando Oliveira,9,Masculino,4º Ano,Não,Nunca,5.17,6.21,8.6
1053,Marcos Nogueira,14,Masculino,9º Ano,Não,Nunca,6.17,9.45,8.88
1054,Zeca Zanetti,17,Masculino,7º Ano,Não,Nunca,8.19,9.87,8.59
1055,Fernando Nogueira,17,Masculino,7º Ano,Não,Nunca,8.41,6.01,9.31
1056,Marcos Henrique,6,Masculino,1º Ano,Não,Nunca,7.64,8.64,8.9
1057,Diego Queiroz,10,Masculino,5º Ano,Não,Nunca,6.11,8.42,9.6
1058,Patrícia Fernandes,18,Feminino,8º Ano,Não,Nunca,7.97,8.79,5.81
1059,Marcos Nogueira,10,Masculino,5º Ano,Não,Nunca,6.78,6.94,8.73
1060,Isabela Queiroz,18,Feminino,8º Ano,Sim,mais de 1 ano,8.05,6.61,8.93
1061,Carla Oliveira,18,Feminino,8º Ano,Não,Nunca,9.91,6.14,8.38
1062,Laura Oliveira,16,Feminino,6º Ano,Não,Nunca,6.55,7.01,7.71
1063,João Queiroz,10,Masculino,5º Ano,Não,Nunca,6.33,8.65,6.24
1064,Natália Dias,6,Feminino,1º Ano,Não,Nunca,6.31,8.89,9.22
1065,Fernando Oliveira,14,Masculino,9º Ano,Não,Nunca,7.4,8.68,9.02
1066,Rafael Dias,6,Masculino,1º Ano,Sim,mais de 1 ano,8.95,6.16,5.29
1067,Laura Lima,9,Feminino,4º Ano,Não,Nunca,9.03,9.77,9.91
1068,João Zanetti,8,Masculino,3º Ano,Não,Nunca,8.22,5.45,9.62
1069,Diego Teixeira,13,Masculino,8º Ano,Não,Nunca,5.21,5.44,9.38
1070,Elisa Lima,12,Feminino,7º Ano,Não,Nunca,9.89,7.75,7.02
1071,Laura Fernandes,14,Feminino,9º Ano,Não,Nunca,5.24,8.53,5.12
1072,Laura Teixeira,16,Feminino,6º Ano,Sim,Nunca,6.04,9.76,8.77
1073,Zeca Costa,9,Masculino,4º Ano,Não,Nunca,7.59,9.86,9.68
1074,João Fernandes,16,Masculino,6º Ano,Não,Nunca,6.51,7.71,6.56
1075,Otávio Queiroz,7,Masculino,2º Ano,Não,Nunca,8.46,8.73,9.21
1076,Elisa Nogueira,8,Feminino,3º Ano,Não,Nunca,7.65,6.26,9.63
1077,Marcos Ibarra,15,Masculino,10º Ano,Não,Nunca,6.17,5.88,9.61
1078,Gabriela Queiroz,18,Feminino,8º Ano,Não,Nunca,9.98,9.92,6.11
1079,Elisa Nogueira,7,Feminino,2º Ano,Não,Nunca,6.36,8.98,9.31
1080,Diego Barbosa,7,Masculino,2º Ano,Não,Nunca,8.12,5.29,6.99
1081,Rafael Almeida,18,Masculino,8º Ano,Não,Nunca,8.23,7.24,8.99
1082,Vivian Júnior,7,Feminino,2º Ano,Não,Nunca,8.23,5.67,7.45
1083,Carla Henrique,11,Feminino,6º Ano,Sim,mais de 1 ano,5.71,5.53,7.02
1084,Carla Fernandes,16,Feminino,6º Ano,Não,Nunca,6.95,5.44,9.73
1085,Sofia Queiroz,9,Feminino,4º Ano,Não,Nunca,5.78,5.34,7.07
1086,Marcos Silva,18,Masculino,8º Ano,Não,Nunca,8.01,9.83,7.69
1087,Bruno Nogueira,13,Masculino,8º Ano,Não,Nunca,9.68,9.65,7.29
1088,Fernando Gomes,8,Masculino,3º Ano,Não,Nunca,8.56,9.14,6.08
1089,Laura Dias,6,Feminino,1º Ano,Não,Nunca,6.03,7.19,5.8
1090,Henrique Vieira,15,Masculino,10º Ano,Não,Nunca,9.76,8.12,6.09
1091,João Fernandes,18,Masculino,8º Ano,Não,Nunca,8.56,5.83,7.17
1092,Marcos Júnior,15,Masculino,10º Ano,Não,Nunca,8.91,5.03,8.58
1093,Ana Ramos,7,Feminino,2º Ano,Não,Nunca,5.8,5.29,9.08
1094,Tiago Pereira,13,Masculino,8º Ano,Não,Nunca,9.23,9.29,8.62
1095,Isabela Zanetti,11,Feminino,6º Ano,Não,Nunca,6.16,7.29,5.32
1096,Otávio Ramos,13,Masculino,8º Ano,Não,Nunca,5.47,9.3,8.94
1097,Natália Martins,16,Feminino,6º Ano,Sim,Nunca,8.98,7.66,6.99
1098,Bruno Lima,12,Masculino,7º Ano,Sim,Nunca,7.14,6.08,7.55
1099,Diego Vieira,14,Masculino,9º Ano,Não,Nunca,5.49,5.96,7.36
1100,Marcos Costa,17,Masculino,7º Ano,Não,Nunca,5.67,8.74,9.17
1101,Fernando Almeida,17,Masculino,7º Ano,Não,Nunca,5.85,6.05,8.89
1102,Gabriela Zanetti,12,Feminino,7º Ano,Não,Nunca,7.18,6.33,7.04
1103,Bruno Martins,15,Masculino,10º Ano,Não,Nunca,7.12,8.69,6.0
1104,Gabriela Lima,17,Feminino,7º Ano,Não,Nunca,9.6,5.97,9.96
1105,Sofia Nogueira,18,Feminino,8º Ano,Não,Nunca,6.54,6.75,8.56
1106,Isabela Vieira,16,Feminino,6º Ano,Sim,Nunca,8.52,9.49,8.14
1107,Marcos Queiroz,14,Masculino,9º Ano,Não,Nunca,8.85,7.58,5.43
1108,Carla Gomes,12,Feminino,7º Ano,Não,Nunca,9.96,9.64,8.51
1109,Marcos Costa,14,Masculino,9º Ano,Sim,Nunca,9.24,9.83,5.85
1110,Zeca Nogueira,8,Masculino,3º Ano,Não,Nunca,7.16,7.79,7.46
1111,Bruno Costa,10,Masculino,5º Ano,Não,Nunca,6.16,9.33,8.62
1112,Fernando Oliveira,14,Masculino,9º Ano,Sim,mais de 1 ano,8.5,7.3,7.39
1113,Bruno Oliveira,13,Masculino,8º Ano,Não,Nunca,9.61,8.79,9.43
1114,Otávio Zanetti,15,Masculino,10º Ano,Não,Nunca,9.01,9.58,6.89
1115,Bruno Queiroz,8,Masculino,3º Ano,Não,Nunca,6.21,6.29,8.79
1116,Elisa Fernandes,8,Feminino,3º Ano,Não,Nunca,8.82,6.82,8.07
1117,Bruno Gomes,16,Masculino,6º Ano,Não,Nunca,7.81,7.14,8.44
1118,Bruno Vieira,18,Masculino,8º Ano,Não,Nunca,8.8,7.52,8.15
1119,Otávio Oliveira,7,Masculino,2º Ano,Sim,mais de 1 ano,9.04,7.27,8.85
1120,Elisa Martins,7,Feminino,2º Ano,Não,Nunca,9.9,7.02,8.67
1121,Zeca Ibarra,16,Masculino,6º Ano,Não,Nunca,7.75,7.63,8.89
1122,Marcos Dias,18,Masculino,8º Ano,Não,Nunca,5.55,5.16,9.59
1123,Elisa Henrique,7,Feminino,2º Ano,Não,Nunca,5.94,9.28,9.03
1124,Elisa Barbosa,8,Feminino,3º Ano,Não,Nunca,7.36,9.23,6.72
1125,Patrícia Lima,6,Feminino,1º Ano,Não,Nunca,6.74,6.03,9.7
1126,Elisa Fernandes,16,Feminino,6º Ano,Não,Nunca,6.7,9.34,9.71
1127,Henrique Ibarra,12,Masculino,7º Ano,Não,Nunca,5.17,9.67,6.13
1128,Otávio Costa,16,Masculino,6º Ano,Não,Nunca,5.66,5.31,5.76
1129,Laura Silva,8,Feminino,3º Ano,Não,Nunca,5.95,8.26,6.5
1130,Henrique Oliveira,15,Masculino,10º Ano,Não,Nunca,7.54,6.56,8.3
1131,Zeca Ramos,18,Masculino,8º Ano,Não,Nunca,6.69,7.56,9.57
1132,Patrícia Teixeira,16,Feminino,6º Ano,Não,Nunca,9.57,5.21,6.07
1133,Fernando Teixeira,16,Masculino,6º Ano,Não,Nunca,9.84,8.15,5.54
1134,Marcos Vieira,6,Masculino,1º Ano,Não,Nunca,5.84,8.86,7.46
1135,Elisa Nogueira,8,Feminino,3º Ano,Não,Nunca,8.37,8.37,6.87
1136,Ana Gomes,6,Feminino,1º Ano,Não,Nunca,7.77,6.32,8.51
1137,Diego Teixeira,7,Masculino,2º Ano,Não,Nunca,7.02,7.96,9.13
1138,Fernando Lima,14,Masculino,9º Ano,Não,Nunca,8.39,9.29,9.85
1139,Diego Dias,7,Masculino,2º Ano,Não,Nunca,9.25,8.4,9.68
1140,Tiago Lima,6,Masculino,1º Ano,Não,Nunca,7.89,6.5,9.42
1141,Ana Lima,15,Feminino,10º Ano,Não,Nunca,5.25,9.33,6.97
1142,Patrícia Teixeira,16,Feminino,6º Ano,Não,Nunca,5.06,8.73,5.76
1143,Sofia Ibarra,14,Feminino,9º Ano,Não,Nunca,9.15,8.09,5.34
1144,Diego Teixeira,9,Masculino,4º Ano,Sim,mais de 1 ano,9.46,6.46,6.69
1145,Elisa Fernandes,9,Feminino,4º Ano,Não,Nunca,9.36,6.21,7.33
1146,Henrique Costa,11,Masculino,6º Ano,Não,Nunca,9.71,6.25,8.36
1147,Sofia Fernandes,17,Feminino,7º Ano,Não,Nunca,9.28,7.24,9.42
1148,Bruno Oliveira,7,Masculino,2º Ano,Não,Nunca,9.02,5.93,6.44
1149,João Pereira,14,Masculino,9º Ano,Não,Nunca,9.18,9.26,6.83
1150,Zeca Vieira,10,Masculino,5º Ano,Não,Nunca,7.16,7.06,8.88
1151,Tiago Queiroz,15,Masculino,10º Ano,Não,Nunca,7.62,5.81,9.77
1152,Patrícia Costa,14,Feminino,9º Ano,Não,Nunca,8.7,5.75,9.67
1153,Tiago Vieira,15,Masculino,10º Ano,Não,Nunca,6.86,9.47,7.3
1154,Natália Queiroz,7,Feminino,2º Ano,Não,Nunca,8.5,9.03,8.72
1155,Carla Costa,17,Feminino,7º Ano,Não,Nunca,7.05,9.19,6.04
1156,Laura Costa,12,Feminino,7º Ano,Sim,Nunca,7.33,7.61,5.02
1157,Rafael Ibarra,13,Masculino,8º Ano,Não,Nunca,5.84,6.86,6.81
1158,Fernando Ramos,18,Masculino,8º Ano,Não,Nunca,8.86,6.25,9.22
1159,Isabela Silva,12,Feminino,7º Ano,Não,Nunca,5.21,5.62,7.66
1160,Zeca Almeida,16,Masculino,6º Ano,Não,Nunca,5.68,9.08,6.72
1161,Ana Pereira,11,Feminino,6º Ano,Sim,Nunca,9.78,6.32,8.36
1162,Rafael Queiroz,14,Masculino,9º Ano,Não,Nunca,5.69,8.95,5.62
1163,Diego Almeida,16,Masculino,6º Ano,Não,Nunca,5.82,6.17,6.51
1164,Marcos Oliveira,16,Masculino,6º Ano,Não,Nunca,6.63,9.91,5.95
1165,Bruno Fernandes,9,Masculino,4º Ano,Não,Nunca,7.84,6.09,6.42
1166,Gabriela Nogueira,14,Feminino,9º Ano,Não,Nunca,8.77,6.49,8.17
1167,Natália Zanetti,10,Feminino,5º Ano,Não,Nunca,8.97,6.73,9.96
1168,Sofia Queiroz,13,Feminino,8º Ano,Sim,mais de 1 ano,9.12,6.28,6.82
1169,Vivian Almeida,17,Feminino,7º Ano,Não,Nunca,8.64,9.7,5.73
1170,Rafael Lima,10,Masculino,5º Ano,Não,Nunca,9.56,5.52,9.28
1171,Vivian Júnior,9,Feminino,4º Ano,Não,Nunca,8.74,7.69,7.88
1172,Marcos Fernandes,15,Masculino,10º Ano,Não,Nunca,8.25,9.34,6.86
1173,Sofia Ramos,11,Feminino,6º Ano,Sim,Nunca,5.02,9.68,9.29
1174,Natália Martins,10,Feminino,5º Ano,Não,Nunca,7.08,6.43,7.15
1175,Bruno Zanetti,17,Masculino,7º Ano,Não,Nunca,7.76,6.7,7.95
1176,Zeca Queiroz,6,Masculino,1º Ano,Sim,Nunca,8.07,7.11,6.47
1177,Zeca Gomes,8,Masculino,3º Ano,Não,Nunca,8.53,9.41,9.47
1178,Bruno Zanetti,11,Masculino,6º Ano,Não,Nunca,5.26,7.61,5.1
1179,Isabela Queiroz,16,Feminino,6º Ano,Não,Nunca,7.95,5.52,8.42
1180,Bruno Zanetti,9,Masculino,4º Ano,Não,Nunca,9.47,7.96,7.96
1181,Tiago Gomes,10,Masculino,5º Ano,Não,Nunca,8.24,6.97,6.22
1182,Vivian Fernandes,7,Feminino,2º Ano,Sim,mais de 1 ano,5.22,9.06,5.08
1183,Zeca Costa,16,Masculino,6º Ano,Não,Nunca,6.84,7.78,7.42
1184,Carla Almeida,10,Feminino,5º Ano,Não,Nunca,8.85,8.67,7.07
1185,Henrique Lima,12,Masculino,7º Ano,Não,Nunca,7.8,7.46,7.65
1186,Ana Ramos,6,Feminino,1º Ano,Não,Nunca,9.15,5.29,7.2
1187,Henrique Júnior,16,Masculino,6º Ano,Não,Nunca,5.09,8.83,9.47
1188,Gabriela Vieira,8,Feminino,3º Ano,Não,Nunca,6.23,6.87,9.35
1189,Carla Henrique,6,Feminino,1º Ano,Não,Nunca,6.5,6.71,9.44
1190,Bruno Henrique,10,Masculino,5º Ano,Não,Nunca,5.05,8.26,6.17
1191,Marcos Gomes,17,Masculino,7º Ano,Não,Nunca,9.17,8.56,9.4
1192,João Costa,14,Masculino,9º Ano,Sim,mais de 1 ano,8.59,8.83,8.07
1193,João Lima,18,Masculino,8º Ano,Não,Nunca,6.02,7.75,9.55
1194,Rafael Gomes,8,Masculino,3º Ano,Não,Nunca,9.17,6.87,6.14
1195,Otávio Ibarra,10,Masculino,5º Ano,Não,Nunca,8.0,9.0,8.63
1196,Carla Martins,14,Feminino,9º Ano,Não,Nunca,9.57,9.75,9.44
1197,Isabela Teixeira,8,Feminino,3º Ano,Sim,Nunca,6.57,8.01,9.44
1198,Marcos Almeida,9,Masculino,4º Ano,Sim,Nunca,8.69,7.93,6.01
1199,Laura Fernandes,10,Feminino,5º Ano,Sim,Nunca,6.38,9.12,6.15
1200,Carla Fernandes,6,Feminino,1º Ano,Não,Nunca,8.0,9.47,7.84
1201,Otávio Almeida,11,Masculino,6º Ano,Não,Nunca,6.68,5.44,7.26
1202,Patrícia Nogueira,16,Feminino,6º Ano,Não,Nunca,6.78,6.01,8.59
1203,Marcos Almeida,8,Masculino,3º Ano,Não,Nunca,5.81,5.64,7.5
1204,Laura Ibarra,12,Feminino,7º Ano,Não,Nunca,6.75,7.31,5.98
1205,Henrique Lima,12,Masculino,7º Ano,Não,Nunca,6.01,7.62,8.36
1206,Rafael Oliveira,10,Masculino,5º Ano,Não,Nunca,8.06,6.39,6.44
1207,Isabela Silva,7,Feminino,2º Ano,Sim,mais de 1 ano,8.94,8.83,7.42
1208,Vivian Fernandes,11,Feminino,6º Ano,Não,Nunca,7.21,7.53,6.04
1209,Henrique Fernandes,12,Masculino,7º Ano,Não,Nunca,5.93,5.57,7.62
1210,Tiago Ramos,13,Masculino,8º Ano,Não,Nunca,6.26,7.83,5.32
1211,Tiago Ibarra,18,Masculino,8º Ano,Não,Nunca,5.75,8.59,9.85
1212,Tiago Pereira,14,Masculino,9º Ano,Não,Nunca,9.75,9.03,7.55
1213,Patrícia Pereira,7,Feminino,2º Ano,Não,Nunca,5.29,9.93,8.28
1214,Vivian Teixeira,16,Feminino,6º Ano,Não,Nunca,9.52,5.79,6.23
